svt_channel_id, amplitude, t0, tp, tp2
18163,2614.45,18.89,54.31,13.47
18164,2671.99,19.08,56.77,12.88
18165,2635.14,19.06,56.67,12.91
18166,2691.11,19.1,56.67,12.84
18167,2691.11,19.1,56.67,12.84
18168,2631.61,19.35,55.45,13.04
18169,2604.42,18.75,55.98,13.24
18170,2630.03,18.61,55.22,13.27
18171,2612.93,18.53,56.01,13.3
18172,2671.54,18.89,57.52,12.67
18173,2636.4,18.73,58.18,12.65
18174,2646.75,18.13,56.78,12.76
18175,2646.75,18.13,56.78,12.76
18176,3176.7,20.92,54.25,12.45
18177,3176.7,20.92,54.25,12.45
18178,3167.25,20.46,53.94,12.7
18179,3180.73,19.9,53.09,13.13
18180,3203.01,19.8,53.85,12.86
18181,3194.16,19.74,53.47,12.94
18182,3226.11,19.84,53.88,12.86
18183,3226.11,19.84,53.88,12.86
18184,3214.31,20.29,52.87,13.06
18185,3204.77,19.82,52.31,13.34
18186,3223.55,19.54,51.7,13.44
18187,3226.83,19.64,51.77,13.53
18188,3260.76,19.5,52.72,13.19
18189,3267.04,19.88,52.89,13.06
18190,3280.93,19.62,52.97,13.11
18191,3280.93,19.62,52.97,13.11
18192,3205.23,20.36,52.0,13.16
18193,3202.39,19.87,51.85,13.37
18194,3209.25,19.56,51.2,13.52
18195,3229.87,19.68,50.02,13.75
18196,3260.69,19.57,51.66,13.31
18197,3262.09,19.86,52.38,13.14
18198,3274.35,19.64,51.95,13.26
18199,3274.35,19.64,51.95,13.26
18200,3188.88,20.44,51.38,13.21
18201,3179.23,19.84,50.44,13.59
18202,3189.78,19.69,50.48,13.6
18203,3225.04,19.83,50.38,13.66
18204,3243.35,19.79,51.78,13.28
18205,3244.76,19.85,51.53,13.3
18206,3276.02,19.82,51.52,13.27
18207,3276.02,19.82,51.52,13.27
18208,3203.57,20.74,51.19,13.16
18209,3205.27,20.04,50.3,13.52
18210,3193.53,19.72,50.1,13.6
18211,3221.21,19.9,49.73,13.74
18212,3268.68,19.89,51.06,13.31
18213,3251.57,19.88,51.36,13.3
18214,3277.08,19.75,51.3,13.31
18215,3277.08,19.75,51.3,13.31
18216,3202.37,20.55,50.6,13.35
18217,3203.22,20.01,49.84,13.61
18218,3197.54,19.89,49.6,13.65
18219,3232.27,20.0,49.15,13.76
18220,3258.51,19.95,50.74,13.33
18221,3253.41,20.08,51.26,13.26
18222,3275.34,19.78,50.75,13.39
18223,3275.34,19.78,50.75,13.39
18224,3201.76,20.56,50.75,13.33
18225,3182.83,20.2,50.18,13.52
18226,3199.33,19.96,49.58,13.66
18227,3234.39,20.11,49.12,13.73
18228,3262.49,20.09,50.66,13.28
18229,3252.4,20.16,51.12,13.23
18230,3280.52,19.97,50.75,13.31
18231,3280.52,19.97,50.75,13.31
18232,3208.75,20.58,50.27,13.38
18233,3218.76,20.3,49.97,13.45
18234,3214.37,20.18,49.29,13.58
18235,3236.1,20.38,49.22,13.6
18236,3273.61,20.35,50.76,13.15
18237,3270.47,20.43,50.74,13.15
18238,3290.58,20.03,50.31,13.27
18239,3290.58,20.03,50.31,13.27
18240,3206.12,20.22,50.0,13.43
18241,3196.93,19.96,49.94,13.57
18242,3225.84,19.83,49.33,13.65
18243,3253.95,20.25,49.7,13.56
18244,3282.19,20.32,51.04,13.13
18245,3284.81,20.47,51.19,13.08
18246,3314.28,20.26,50.81,13.16
18247,3314.28,20.26,50.81,13.16
18248,3227.07,20.44,50.45,13.41
18249,3232.5,19.73,49.42,13.76
18250,3241.44,19.91,49.6,13.65
18251,3267.91,20.14,49.32,13.7
18252,3292.35,20.27,50.82,13.17
18253,3295.24,20.48,51.28,13.12
18254,3317.96,20.39,51.33,13.08
18255,3317.96,20.39,51.33,13.08
18256,3254.29,20.62,50.28,13.37
18257,3249.45,19.91,49.68,13.68
18258,3247.14,19.95,49.47,13.66
18259,3281.26,20.23,49.36,13.68
18260,3307.42,20.36,51.17,13.13
18261,3307.52,20.37,51.45,13.12
18262,3334.77,20.29,51.07,13.15
18263,3334.77,20.29,51.07,13.15
18264,3254.86,20.67,50.51,13.31
18265,3254.1,19.99,49.75,13.67
18266,3258.4,19.8,49.59,13.71
18267,3282.02,20.22,49.57,13.69
18268,3313.45,20.21,50.84,13.22
18269,3304.4,20.32,51.26,13.15
18270,3348.15,20.17,51.35,13.17
18271,3348.15,20.17,51.35,13.17
18272,3292.77,20.78,50.34,13.3
18273,3247.91,19.9,49.84,13.67
18274,3258.35,19.79,49.76,13.74
18275,3291.44,20.06,49.54,13.79
18276,3307.27,20.29,51.5,13.15
18277,3321.58,20.34,51.43,13.13
18278,3343.9,20.15,51.14,13.2
18279,3343.9,20.15,51.14,13.2
18280,3274.75,20.72,51.08,13.23
18281,3251.36,19.91,50.08,13.6
18282,3272.56,19.7,49.93,13.7
18283,3295.31,19.86,49.0,13.87
18284,3308.12,20.18,51.94,13.13
18285,3305.31,20.11,51.31,13.26
18286,3316.02,20.06,51.55,13.18
18287,3316.02,20.06,51.55,13.18
18288,3273.8,20.68,51.36,13.2
18289,3253.67,19.79,50.01,13.68
18290,3272.7,19.79,50.22,13.59
18291,3281.89,19.8,49.86,13.74
18292,3331.22,20.1,52.03,13.1
18293,3307.41,19.96,51.65,13.2
18294,3319.38,20.05,52.06,13.09
18295,3319.38,20.05,52.06,13.09
18296,3281.99,20.4,51.45,13.23
18297,3271.82,19.63,50.92,13.54
18298,3268.4,19.51,51.4,13.48
18299,3284.83,19.43,50.11,13.78
18300,3307.22,19.49,53.13,13.07
18301,3298.92,19.31,52.85,13.17
18302,3301.38,18.81,53.04,13.23
18303,3301.38,18.81,53.04,13.23
18304,2858.24,20.39,55.67,12.19
18305,2858.24,20.39,55.67,12.19
18306,2863.16,19.88,55.26,12.4
18307,2871.57,19.45,53.83,12.82
18308,2927.09,19.45,54.94,12.48
18309,2933.46,19.45,55.1,12.51
18310,2949.47,19.48,54.88,12.49
18311,2949.47,19.48,54.88,12.49
18312,3000.43,19.93,54.27,12.66
18313,2955.76,19.41,53.71,12.86
18314,2959.18,19.15,53.6,12.95
18315,2981.23,19.2,53.14,13.15
18316,3039.1,19.39,54.47,12.69
18317,3045.54,19.58,54.29,12.65
18318,3065.06,19.47,54.13,12.67
18319,3065.06,19.47,54.13,12.67
18320,3071.89,20.01,52.9,12.81
18321,3031.18,19.48,52.94,13.01
18322,3050.39,19.21,52.57,13.13
18323,3056.82,19.43,51.71,13.23
18324,3109.78,19.47,53.86,12.77
18325,3119.59,19.51,53.54,12.81
18326,3119.31,19.42,52.89,12.84
18327,3119.31,19.42,52.89,12.84
18328,3128.51,20.11,52.49,12.86
18329,3101.29,19.69,52.4,12.99
18330,3108.23,19.53,52.35,13.08
18331,3109.0,19.65,51.72,13.2
18332,3171.09,19.64,53.15,12.82
18333,3168.88,19.82,53.11,12.76
18334,3193.31,19.58,52.91,12.84
18335,3193.31,19.58,52.91,12.84
18336,3206.17,20.53,52.33,12.77
18337,3156.66,19.87,52.11,13.0
18338,3159.42,19.6,51.6,13.1
18339,3148.14,19.84,51.75,13.13
18340,3215.47,19.81,52.48,12.78
18341,3221.99,19.79,52.1,12.86
18342,3236.32,19.63,52.48,12.85
18343,3236.32,19.63,52.48,12.85
18344,3238.73,20.56,52.4,12.76
18345,3204.79,19.95,51.4,13.08
18346,3205.8,19.74,51.55,13.1
18347,3215.18,20.1,51.37,13.09
18348,3264.07,19.98,52.7,12.76
18349,3261.68,20.08,52.42,12.76
18350,3276.35,19.74,52.07,12.88
18351,3276.35,19.74,52.07,12.88
18352,3261.62,20.42,51.74,12.91
18353,3241.89,20.2,51.18,13.01
18354,3248.94,19.94,51.06,13.12
18355,3239.77,20.17,50.7,13.18
18356,3294.82,20.16,52.29,12.77
18357,3300.94,20.18,52.12,12.75
18358,3310.39,19.98,52.4,12.78
18359,3310.39,19.98,52.4,12.78
18360,3328.02,20.63,51.79,12.84
18361,3265.24,20.16,51.15,13.04
18362,3262.1,20.15,50.72,13.04
18363,3274.05,20.25,50.44,13.16
18364,3319.26,20.21,51.81,12.73
18365,3315.93,20.37,51.73,12.72
18366,3298.07,20.08,51.95,12.78
18367,3298.07,20.08,51.95,12.78
18368,3337.04,20.39,51.48,12.91
18369,3284.91,19.82,51.14,13.12
18370,3289.0,19.89,51.39,13.11
18371,3299.36,20.08,50.95,13.17
18372,3354.95,20.35,52.62,12.64
18373,3340.88,20.44,52.5,12.64
18374,3337.53,20.18,52.74,12.74
18375,3337.53,20.18,52.74,12.74
18376,3349.98,20.47,51.67,12.96
18377,3307.78,19.77,51.02,13.23
18378,3287.4,19.9,51.04,13.17
18379,3301.3,20.05,50.4,13.31
18380,3360.02,20.2,52.83,12.71
18381,3358.34,20.3,52.38,12.71
18382,3348.05,20.17,52.44,12.74
18383,3348.05,20.17,52.44,12.74
18384,3347.49,20.55,51.8,12.97
18385,3300.19,19.84,51.31,13.23
18386,3300.07,19.8,50.91,13.23
18387,3300.58,20.1,50.44,13.26
18388,3365.61,20.12,52.46,12.79
18389,3361.06,20.31,52.63,12.72
18390,3348.62,20.19,52.17,12.81
18391,3348.62,20.19,52.17,12.81
18392,3357.07,20.5,51.44,12.97
18393,3318.26,19.91,51.51,13.2
18394,3309.66,19.73,50.91,13.29
18395,3311.62,19.98,50.29,13.39
18396,3367.91,20.16,52.92,12.74
18397,3341.84,20.24,52.38,12.81
18398,3362.07,20.15,52.5,12.77
18399,3362.07,20.15,52.5,12.77
18400,3383.34,20.57,51.93,12.9
18401,3314.75,19.99,52.39,13.05
18402,3292.19,19.73,51.69,13.23
18403,3298.24,19.88,51.52,13.28
18404,3353.65,20.09,53.21,12.72
18405,3348.49,20.17,52.98,12.78
18406,3357.15,20.12,52.79,12.77
18407,3357.15,20.12,52.79,12.77
18408,3379.51,20.58,52.54,12.87
18409,3326.8,19.91,51.88,13.15
18410,3326.55,19.66,51.37,13.28
18411,3320.58,19.82,51.15,13.34
18412,3366.14,20.02,52.84,12.79
18413,3369.57,19.98,53.03,12.82
18414,3375.54,19.94,52.93,12.83
18415,3375.54,19.94,52.93,12.83
18416,3364.75,20.62,53.24,12.76
18417,3325.76,19.82,52.17,13.14
18418,3315.15,19.64,52.0,13.18
18419,3305.05,19.71,51.83,13.27
18420,3354.44,19.82,53.27,12.8
18421,3355.95,19.87,53.67,12.75
18422,3359.88,19.94,53.52,12.7
18423,3359.88,19.94,53.52,12.7
18424,3388.63,20.27,52.81,12.86
18425,3313.95,19.62,52.84,13.07
18426,3295.08,19.42,52.54,13.11
18427,3281.86,19.27,52.44,13.27
18428,3328.01,19.48,53.96,12.69
18429,3318.64,19.24,54.55,12.73
18430,3298.24,18.62,54.28,12.93
18431,3298.24,18.62,54.28,12.93
18432,3262.39,20.82,55.46,12.14
18433,3262.39,20.82,55.46,12.14
18434,3287.27,20.42,55.39,12.27
18435,3320.19,20.19,54.84,12.57
18436,3348.34,19.98,55.48,12.28
18437,3334.9,19.99,55.45,12.3
18438,3342.89,19.97,54.93,12.36
18439,3342.89,19.97,54.93,12.36
18440,3275.52,20.2,54.1,12.59
18441,3250.49,19.78,54.16,12.75
18442,3295.07,19.61,53.32,12.87
18443,3323.1,19.69,53.43,12.95
18444,3352.11,19.89,54.64,12.47
18445,3334.83,20.01,54.34,12.44
18446,3368.99,19.79,54.44,12.5
18447,3368.99,19.79,54.44,12.5
18448,3300.63,20.45,53.14,12.66
18449,3285.3,19.78,53.01,12.88
18450,3321.31,19.62,52.54,12.96
18451,3342.23,19.98,52.44,12.95
18452,3368.83,19.92,54.2,12.51
18453,3362.27,19.95,54.12,12.51
18454,3373.85,19.91,53.86,12.56
18455,3373.85,19.91,53.86,12.56
18456,3312.14,20.36,52.83,12.76
18457,3290.01,19.99,53.03,12.84
18458,3328.42,19.98,52.42,12.85
18459,3340.17,20.01,51.89,13.02
18460,3375.53,19.92,53.29,12.59
18461,3351.86,20.08,53.84,12.52
18462,3366.38,19.93,53.57,12.59
18463,3366.38,19.93,53.57,12.59
18464,3334.98,20.71,52.37,12.68
18465,3295.97,20.1,51.68,12.99
18466,3338.61,20.07,52.17,12.89
18467,3356.6,20.08,51.48,13.06
18468,3399.35,20.13,52.99,12.58
18469,3388.25,20.2,53.34,12.55
18470,3406.02,19.86,52.7,12.71
18471,3406.02,19.86,52.7,12.71
18472,3331.17,20.76,52.44,12.7
18473,3311.43,20.2,51.81,12.89
18474,3336.1,20.05,51.63,12.96
18475,3379.95,20.29,50.94,13.07
18476,3403.46,20.21,53.1,12.61
18477,3372.39,20.18,52.73,12.65
18478,3409.11,20.05,52.63,12.7
18479,3409.11,20.05,52.63,12.7
18480,3331.91,20.63,51.94,12.8
18481,3321.55,20.26,51.76,12.93
18482,3337.0,20.31,51.43,12.93
18483,3377.41,20.38,50.77,13.04
18484,3411.4,20.29,52.54,12.62
18485,3384.03,20.4,52.77,12.55
18486,3399.49,20.03,52.78,12.7
18487,3399.49,20.03,52.78,12.7
18488,3355.36,20.69,51.85,12.78
18489,3319.7,20.3,51.58,12.93
18490,3350.74,20.3,51.08,12.93
18491,3387.48,20.5,51.31,12.94
18492,3406.74,20.46,52.78,12.56
18493,3383.21,20.47,52.73,12.53
18494,3389.23,20.13,52.07,12.72
18495,3389.23,20.13,52.07,12.72
18496,3380.0,20.4,51.75,12.88
18497,3352.59,20.02,51.69,12.96
18498,3387.84,19.99,51.49,13.06
18499,3421.75,20.41,51.6,12.95
18500,3438.81,20.39,52.63,12.52
18501,3431.68,20.64,52.81,12.46
18502,3450.85,20.5,52.83,12.5
18503,3450.85,20.5,52.83,12.5
18504,3401.95,20.62,51.8,12.85
18505,3377.4,20.08,51.73,13.08
18506,3388.86,20.07,51.46,13.06
18507,3438.26,20.42,51.38,13.03
18508,3472.37,20.4,52.95,12.53
18509,3443.3,20.5,53.1,12.54
18510,3461.74,20.46,53.08,12.53
18511,3461.74,20.46,53.08,12.53
18512,3404.6,20.62,51.87,12.86
18513,3384.41,20.01,51.71,13.05
18514,3428.7,20.05,51.06,13.12
18515,3427.59,20.23,51.32,13.11
18516,3447.32,20.48,53.09,12.52
18517,3464.3,20.4,53.22,12.55
18518,3467.47,20.35,52.86,12.58
18519,3467.47,20.35,52.86,12.58
18520,3420.87,20.57,51.85,12.85
18521,3402.49,19.98,51.51,13.13
18522,3425.32,19.96,51.28,13.13
18523,3444.87,20.33,51.65,13.05
18524,3477.67,20.37,53.08,12.58
18525,3451.76,20.4,53.31,12.57
18526,3467.82,20.28,52.71,12.63
18527,3467.82,20.28,52.71,12.63
18528,3410.15,20.8,52.62,12.72
18529,3379.26,19.91,51.94,13.09
18530,3403.83,19.89,51.53,13.14
18531,3427.18,20.23,52.24,13.03
18532,3440.89,20.27,53.66,12.55
18533,3442.1,20.35,53.06,12.6
18534,3456.82,20.23,53.13,12.59
18535,3456.82,20.23,53.13,12.59
18536,3408.52,20.68,52.58,12.74
18537,3372.81,19.98,52.25,13.02
18538,3413.7,19.86,51.7,13.11
18539,3444.0,19.97,51.94,13.14
18540,3457.13,20.2,53.81,12.53
18541,3441.45,20.24,53.65,12.56
18542,3451.6,20.2,53.65,12.52
18543,3451.6,20.2,53.65,12.52
18544,3418.24,20.76,53.03,12.67
18545,3389.69,19.92,52.04,13.08
18546,3431.66,19.86,52.49,13.01
18547,3436.35,19.91,52.1,13.12
18548,3451.23,20.01,54.05,12.54
18549,3456.73,20.13,54.36,12.49
18550,3471.67,20.07,54.26,12.47
18551,3471.67,20.07,54.26,12.47
18552,3426.61,20.45,53.59,12.63
18553,3412.09,19.77,53.21,12.93
18554,3431.83,19.61,52.56,12.99
18555,3445.37,19.62,53.21,13.05
18556,3446.99,19.77,55.18,12.43
18557,3456.9,19.52,55.6,12.49
18558,3438.6,18.9,55.18,12.61
18559,3438.6,18.9,55.18,12.61
18560,3042.8,20.91,54.86,12.33
18561,3042.8,20.91,54.86,12.33
18562,3044.47,20.22,53.86,12.68
18563,3049.02,19.92,53.35,12.98
18564,3090.91,19.74,54.01,12.7
18565,3104.02,19.88,54.01,12.72
18566,3133.81,19.79,53.94,12.74
18567,3133.81,19.79,53.94,12.74
18568,3130.14,20.43,52.99,12.84
18569,3088.04,19.66,52.28,13.16
18570,3092.87,19.49,52.11,13.19
18571,3111.49,19.49,51.25,13.44
18572,3135.43,19.58,52.97,12.95
18573,3155.5,19.94,53.19,12.83
18574,3189.74,19.62,52.97,12.91
18575,3189.74,19.62,52.97,12.91
18576,3144.91,20.49,51.93,12.96
18577,3106.45,19.7,51.49,13.27
18578,3131.28,19.57,50.93,13.38
18579,3133.5,19.8,50.74,13.43
18580,3174.89,19.73,52.39,12.97
18581,3194.62,19.93,52.73,12.93
18582,3218.0,19.8,52.57,12.94
18583,3218.0,19.8,52.57,12.94
18584,3202.37,20.48,51.45,13.02
18585,3148.73,19.88,51.34,13.29
18586,3163.88,19.78,50.58,13.36
18587,3161.67,19.84,50.29,13.47
18588,3200.62,19.92,52.2,12.94
18589,3214.91,20.06,52.59,12.89
18590,3228.6,19.85,52.12,13.0
18591,3228.6,19.85,52.12,13.0
18592,3244.81,20.7,51.27,12.98
18593,3191.09,20.17,50.8,13.23
18594,3211.81,19.92,51.13,13.25
18595,3198.29,20.08,50.61,13.41
18596,3251.42,20.11,51.92,12.91
18597,3276.67,20.19,51.66,12.96
18598,3292.69,19.96,51.64,13.0
18599,3292.69,19.96,51.64,13.0
18600,3251.92,20.83,51.4,12.91
18601,3213.63,20.16,50.29,13.32
18602,3223.27,20.04,50.46,13.32
18603,3213.9,20.29,50.68,13.27
18604,3259.35,20.12,51.6,12.97
18605,3259.5,20.29,51.82,12.93
18606,3292.2,20.0,52.0,13.0
18607,3292.2,20.0,52.0,13.0
18608,3268.81,20.79,50.95,13.0
18609,3236.82,20.33,50.25,13.24
18610,3232.41,20.26,50.42,13.26
18611,3239.0,20.41,50.18,13.27
18612,3279.3,20.41,51.61,12.86
18613,3279.68,20.37,51.59,12.89
18614,3317.02,19.98,51.73,13.01
18615,3317.02,19.98,51.73,13.01
18616,3288.89,20.93,51.17,12.93
18617,3247.17,20.35,50.44,13.23
18618,3233.47,20.27,50.28,13.24
18619,3234.55,20.41,49.95,13.29
18620,3282.08,20.37,51.26,12.91
18621,3279.57,20.56,51.65,12.8
18622,3275.59,20.22,51.34,12.96
18623,3275.59,20.22,51.34,12.96
18624,3272.56,20.55,50.9,13.07
18625,3242.16,19.85,50.41,13.41
18626,3225.84,20.08,50.74,13.26
18627,3239.04,20.35,50.44,13.3
18628,3286.59,20.36,51.99,12.8
18629,3291.86,20.44,51.63,12.86
18630,3309.81,20.24,51.46,12.91
18631,3309.81,20.24,51.46,12.91
18632,3281.22,20.53,50.68,13.18
18633,3237.08,19.98,50.22,13.42
18634,3236.77,19.98,50.19,13.39
18635,3236.4,20.2,49.78,13.46
18636,3293.28,20.24,51.55,12.95
18637,3286.2,20.5,51.82,12.86
18638,3307.02,20.28,51.81,12.9
18639,3307.02,20.28,51.81,12.9
18640,3278.99,20.7,51.12,13.08
18641,3239.31,20.01,50.15,13.44
18642,3259.92,19.78,49.81,13.53
18643,3254.6,20.12,49.64,13.5
18644,3282.78,20.36,51.56,12.92
18645,3281.26,20.34,51.38,12.99
18646,3298.15,20.17,51.49,13.0
18647,3298.15,20.17,51.49,13.0
18648,3294.95,20.72,51.19,13.07
18649,3253.3,19.92,50.61,13.42
18650,3257.23,19.93,50.33,13.45
18651,3248.6,20.2,50.49,13.4
18652,3274.66,20.32,52.03,12.86
18653,3283.17,20.22,52.0,12.96
18654,3301.59,20.17,51.61,12.96
18655,3301.59,20.17,51.61,12.96
18656,3321.23,20.77,51.17,13.01
18657,3239.08,19.97,50.39,13.42
18658,3253.5,19.87,50.92,13.35
18659,3242.39,20.07,50.46,13.47
18660,3285.42,20.2,52.31,12.89
18661,3297.4,20.41,52.41,12.81
18662,3322.16,20.15,52.22,12.9
18663,3322.16,20.15,52.22,12.9
18664,3316.63,20.81,51.47,13.0
18665,3275.07,19.91,50.38,13.43
18666,3273.61,19.79,50.5,13.45
18667,3266.35,19.95,50.33,13.48
18668,3314.12,20.13,52.2,12.89
18669,3309.91,20.25,52.31,12.88
18670,3344.23,20.1,52.13,12.89
18671,3344.23,20.1,52.13,12.89
18672,3323.29,20.79,52.06,12.91
18673,3275.93,19.77,51.0,13.38
18674,3276.13,19.82,51.24,13.31
18675,3267.13,19.8,51.37,13.4
18676,3301.88,19.97,52.79,12.88
18677,3294.14,20.04,53.37,12.82
18678,3315.43,19.99,52.67,12.84
18679,3315.43,19.99,52.67,12.84
18680,3305.27,20.42,52.24,12.92
18681,3267.08,19.66,51.49,13.25
18682,3266.16,19.59,51.77,13.22
18683,3228.15,19.4,51.5,13.43
18684,3287.72,19.49,53.42,12.87
18685,3268.17,19.39,53.56,12.89
18686,3275.59,18.71,53.53,13.03
18687,3275.59,18.71,53.53,13.03
18688,2973.08,20.77,55.63,12.09
18689,2973.08,20.77,55.63,12.09
18690,2973.6,20.05,54.78,12.41
18691,2993.26,19.82,54.02,12.72
18692,3033.68,19.74,55.51,12.38
18693,3023.72,19.82,55.03,12.41
18694,3030.4,19.69,55.37,12.45
18695,3030.4,19.69,55.37,12.45
18696,3038.51,20.26,54.93,12.48
18697,3020.83,19.64,54.02,12.79
18698,3022.57,19.48,53.69,12.82
18699,3032.48,19.45,53.34,13.04
18700,3095.88,19.71,54.61,12.58
18701,3070.1,19.77,54.34,12.58
18702,3083.04,19.52,54.37,12.65
18703,3083.04,19.52,54.37,12.65
18704,3037.91,20.44,53.87,12.55
18705,2999.65,19.51,53.18,12.97
18706,3018.83,19.5,53.51,12.87
18707,3032.19,19.68,52.78,13.01
18708,3105.46,19.63,54.22,12.66
18709,3089.66,19.73,54.19,12.63
18710,3090.21,19.65,54.19,12.62
18711,3090.21,19.65,54.19,12.62
18712,3041.44,20.35,53.66,12.63
18713,3015.26,19.85,52.97,12.87
18714,3004.47,19.64,52.45,12.95
18715,3021.84,19.76,52.7,13.04
18716,3081.56,19.71,53.55,12.73
18717,3070.18,19.85,54.1,12.6
18718,3055.43,19.62,53.54,12.72
18719,3055.43,19.62,53.54,12.72
18720,3032.52,20.56,53.17,12.62
18721,3005.01,19.85,52.3,12.93
18722,3010.59,19.68,52.62,12.97
18723,3038.1,19.81,51.84,13.1
18724,3111.58,19.92,53.13,12.71
18725,3089.39,19.93,53.44,12.68
18726,3085.36,19.72,53.67,12.73
18727,3085.36,19.72,53.67,12.73
18728,3050.33,20.45,52.64,12.73
18729,3036.13,19.92,51.92,12.96
18730,3026.84,19.85,51.9,12.97
18731,3046.94,20.11,52.04,12.98
18732,3118.11,19.96,52.83,12.72
18733,3094.78,20.06,52.86,12.72
18734,3092.8,19.81,53.23,12.71
18735,3092.8,19.81,53.23,12.71
18736,3064.94,20.53,52.14,12.77
18737,3031.25,20.02,51.74,13.0
18738,3040.25,19.95,51.9,12.92
18739,3059.3,20.0,51.37,13.08
18740,3110.66,20.25,52.88,12.58
18741,3114.29,20.1,52.75,12.67
18742,3118.58,19.9,52.82,12.72
18743,3118.58,19.9,52.82,12.72
18744,3071.82,20.5,52.3,12.71
18745,3033.89,20.19,51.54,12.94
18746,3057.75,20.03,51.55,12.92
18747,3066.46,20.22,51.43,12.99
18748,3115.24,20.34,52.62,12.54
18749,3105.15,20.37,52.98,12.51
18750,3110.38,20.06,52.2,12.67
18751,3110.38,20.06,52.2,12.67
18752,3080.6,20.28,52.42,12.77
18753,3073.87,19.64,52.11,13.01
18754,3075.5,19.89,51.93,12.92
18755,3095.43,20.03,51.65,13.04
18756,3162.62,20.12,52.96,12.61
18757,3145.93,20.3,52.91,12.59
18758,3145.54,20.05,53.0,12.65
18759,3145.54,20.05,53.0,12.65
18760,3117.31,20.38,52.23,12.83
18761,3081.51,19.88,52.18,13.02
18762,3095.61,19.72,51.96,13.0
18763,3115.92,19.93,51.11,13.13
18764,3181.28,20.08,53.13,12.64
18765,3152.96,20.23,53.1,12.62
18766,3171.19,20.14,52.96,12.61
18767,3171.19,20.14,52.96,12.61
18768,3148.29,20.52,52.62,12.74
18769,3108.65,19.8,51.69,13.07
18770,3118.47,19.67,51.75,13.08
18771,3140.97,19.89,51.79,13.1
18772,3192.36,20.1,53.02,12.63
18773,3183.56,20.17,53.28,12.61
18774,3173.49,20.18,53.59,12.54
18775,3173.49,20.18,53.59,12.54
18776,3176.65,20.48,52.91,12.66
18777,3133.03,19.8,52.3,13.0
18778,3135.6,19.64,52.49,13.01
18779,3154.87,19.83,51.82,13.1
18780,3214.34,20.0,53.32,12.63
18781,3190.27,20.16,53.53,12.56
18782,3209.64,20.11,53.4,12.59
18783,3209.64,20.11,53.4,12.59
18784,3208.5,20.49,53.07,12.69
18785,3151.15,19.68,52.98,12.98
18786,3159.67,19.71,52.57,12.97
18787,3177.16,19.76,52.21,13.1
18788,3245.83,19.96,53.51,12.64
18789,3222.2,20.07,53.94,12.56
18790,3220.99,20.0,53.78,12.56
18791,3220.99,20.0,53.78,12.56
18792,3199.96,20.41,53.42,12.63
18793,3165.37,19.68,52.51,12.99
18794,3175.4,19.65,53.02,12.95
18795,3185.13,19.62,52.36,13.13
18796,3238.51,19.84,53.65,12.64
18797,3222.86,19.99,54.03,12.59
18798,3202.5,19.85,54.0,12.61
18799,3202.5,19.85,54.0,12.61
18800,3187.57,20.41,53.66,12.6
18801,3157.13,19.53,53.05,12.98
18802,3158.78,19.52,53.42,12.9
18803,3170.81,19.55,52.39,13.11
18804,3235.37,19.8,54.43,12.54
18805,3199.08,19.77,54.6,12.54
18806,3211.72,19.73,54.44,12.53
18807,3211.72,19.73,54.44,12.53
18808,3191.72,20.11,53.75,12.65
18809,3154.84,19.42,53.92,12.86
18810,3158.85,19.31,53.35,12.9
18811,3174.66,19.18,53.09,13.0
18812,3229.63,19.45,55.02,12.45
18813,3212.72,19.34,55.82,12.35
18814,3184.02,19.06,54.23,12.44
18815,3184.02,19.06,54.23,12.44
18816,2982.83,20.61,55.85,12.49
18817,2982.83,20.61,55.85,12.49
18818,2976.08,20.05,55.69,12.71
18819,2979.24,19.67,55.35,13.04
18820,3025.93,19.68,56.4,12.72
18821,2990.57,19.66,56.39,12.78
18822,3019.99,19.49,56.11,12.84
18823,3019.99,19.49,56.11,12.84
18824,3041.23,20.02,54.95,13.02
18825,2955.9,19.46,54.63,13.27
18826,2960.71,19.06,53.69,13.45
18827,2970.36,19.19,53.57,13.56
18828,3027.8,19.36,54.75,13.11
18829,2997.64,19.52,55.31,13.01
18830,3037.45,19.3,54.98,13.11
18831,3037.45,19.3,54.98,13.11
18832,3022.39,20.04,53.81,13.2
18833,2946.37,19.4,53.52,13.45
18834,2949.13,19.01,52.67,13.63
18835,2973.49,19.39,52.22,13.67
18836,3028.71,19.35,54.68,13.18
18837,3008.07,19.47,54.52,13.19
18838,3033.15,19.34,54.43,13.19
18839,3033.15,19.34,54.43,13.19
18840,3019.26,20.07,53.51,13.24
18841,2949.56,19.42,52.92,13.52
18842,2951.51,19.22,52.29,13.61
18843,2953.31,19.44,52.17,13.68
18844,3005.38,19.39,53.49,13.33
18845,2972.53,19.52,53.57,13.32
18846,3011.54,19.25,53.5,13.35
18847,3011.54,19.25,53.5,13.35
18848,3024.15,20.23,52.84,13.26
18849,2920.79,19.5,52.25,13.54
18850,2934.52,19.33,51.93,13.65
18851,2959.47,19.53,51.71,13.74
18852,3003.39,19.55,53.2,13.29
18853,2987.89,19.52,53.14,13.33
18854,3017.71,19.45,53.33,13.32
18855,3017.71,19.45,53.33,13.32
18856,3019.84,20.29,52.42,13.31
18857,2945.48,19.58,51.75,13.67
18858,2946.36,19.41,51.71,13.69
18859,2954.93,19.67,51.06,13.74
18860,3005.3,19.6,52.21,13.42
